user_id;total_sessions;total_none_trips;total_cancellations;real_trips;real_flights;real_hotels_booked;real_avg_flight_discount;real_avg_hotel_discount;avg_page_clicks;avg_session_duration;real_avg_nights;real_avg_rooms;real_bags_check_rate;has_children;married;age;gender;home_country;home_city;home_airport;month_by_us;real_international_rate;real_avg_money_spent_hotel;real_sum_km_flown;avg_days_after_booking
205044;9;6;0;3;6;3;0.0;0.0;13.0;1.6;0.0;0.0;0.0;True;True;42;F;canada;toronto;YKZ;41;0.0;0.0;7593.030220877598;0.0
206011;8;4;0;4;8;3;0.0;0.0;19.0;2.3499999999999996;0.0;0.0;0.0;True;False;41;F;usa;kansas city;MCI;41;0.0;0.0;5894.203054623997;0.75
217136;8;6;0;2;2;2;0.0;0.0;10.0;1.2666666666666666;0.0;0.0;0.0;True;False;40;F;usa;little rock;LIT;41;0.0;0.0;2867.3164066210743;0.0
220725;9;4;1;3;6;2;0.0;0.0;8.5;1.0666666666666667;0.0;0.0;0.0;False;False;42;F;usa;stockton;SCK;41;0.0;0.0;9246.758342897852;0.0
224996;8;6;0;2;4;1;0.0;0.0;10.0;1.225;0.0;0.0;0.0;True;False;44;F;canada;halifax;YHZ;41;0.0;0.0;4706.021524736609;0.0
226367;8;5;0;3;6;3;0.0;0.0;13.5;1.6333333333333333;0.0;0.0;0.0;False;False;45;F;usa;washington;IAD;41;0.0;0.0;4967.462965124842;0.0
228872;8;6;0;2;2;2;0.0;0.0;13.0;1.6;0.0;0.0;0.0;False;False;36;M;usa;san antonio;RND;41;0.0;0.0;2770.2189594446195;0.0
229009;8;4;1;2;4;2;0.0;0.0;21.0;2.6333333333333333;0.0;0.0;0.0;False;False;19;F;usa;stockton;SCK;41;0.0;0.0;5899.336193623981;0.0
229330;8;4;0;4;8;4;0.0;0.0;15.5;1.95;0.0;0.5;0.0;False;True;49;F;usa;colorado springs;COS;41;0.0;0.0;4804.477812778172;2.5
232647;8;6;0;2;2;1;0.0;0.0;10.5;1.3666666666666667;0.0;0.0;0.0;False;False;19;F;usa;birmingham;BHM;41;0.0;0.0;1391.5841166508767;0.0
249521;8;6;0;2;2;2;0.0;5.0;10.5;1.3333333333333335;0.0;0.0;0.0;True;True;61;F;canada;ottawa;YOW;40;0.0;0.0;3551.7999406903273;0.0
252835;8;3;0;5;10;4;0.0;0.0;17.0;2.0666666666666664;0.5;0.5;0.0;True;False;39;F;usa;chicago;ORD;40;0.0;74.5;9338.894291947016;5.0
264470;8;6;0;2;4;2;2.5;0.0;12.0;1.5333333333333332;0.0;0.0;0.0;True;False;47;F;usa;bakersfield;BFL;40;0.0;0.0;4610.321049242109;0.0
276512;8;7;0;1;2;1;0.0;0.0;10.0;1.2166666666666668;0.0;0.0;0.0;True;True;43;F;usa;austin;AUS;39;0.0;0.0;2299.1482701158357;0.0
281952;8;6;0;2;4;2;0.0;7.5;21.5;2.6833333333333336;0.0;0.0;0.0;False;False;38;F;usa;louisville;LOU;39;0.0;0.0;3690.028802080513;0.0
283325;8;6;0;2;2;2;10.0;0.0;11.5;1.4083333333333332;0.0;0.0;0.0;False;True;52;F;usa;dallas;DAL;39;0.0;0.0;2650.4256126791843;0.0
290123;9;2;0;7;13;6;0.0;0.0;20.0;2.433333333333333;0.0;1.0;0.0;False;True;42;F;usa;houston;HOU;39;0.0;0.0;16804.537011892087;5.5
297546;8;3;0;5;8;5;0.0;0.0;26.0;3.216666666666667;1.5;1.0;0.0;False;True;52;F;usa;new york;JFK;39;0.0;194.0;7138.936591442338;2.75
298253;8;7;0;1;2;0;0.0;0.0;9.5;1.1916666666666667;0.0;0.0;0.0;True;True;48;F;usa;los angeles;LAX;39;0.0;0.0;3974.209842999768;0.0
299476;9;8;0;1;2;1;0.0;0.0;13.0;1.5833333333333333;0.0;0.0;0.0;False;True;40;F;usa;atlanta;ATL;39;0.0;0.0;1109.9174733553675;0.0
306819;8;5;1;1;2;1;0.0;0.0;13.0;1.5666666666666667;0.0;0.0;0.0;True;True;61;F;usa;new york;JFK;39;0.0;0.0;295.36972472690326;0.0
312488;8;7;0;1;2;1;0.0;0.0;7.5;0.9583333333333333;0.0;0.0;0.0;False;True;32;M;usa;new york;JFK;38;0.0;0.0;2265.4635323555963;0.0
313724;8;2;1;4;6;4;0.0;0.0;17.0;2.05;0.0;1.0;0.0;False;False;53;F;usa;tulsa;TUL;38;0.0;0.0;5001.7883458456545;2.5
316527;8;4;0;4;8;4;0.0;0.0;18.5;2.291666666666667;0.5;0.5;0.0;True;True;43;F;canada;winnipeg;YWG;38;0.0;111.15;8059.216247113606;3.0
317688;8;4;0;4;8;4;0.0;0.0;19.0;2.341666666666667;0.0;0.5;0.0;True;False;42;F;usa;indianapolis;IND;38;0.0;0.0;6433.632695178014;3.5
322867;8;7;0;1;2;1;0.0;0.0;8.0;1.0166666666666666;0.0;0.0;0.0;False;False;47;F;usa;mobile;BFM;38;0.0;0.0;921.7775000151938;0.0
324191;8;6;0;2;4;2;0.0;0.0;10.5;1.3166666666666667;0.0;0.0;0.0;False;False;41;F;usa;san diego;SAN;38;0.0;0.0;351.5407201251695;0.0
328590;8;4;1;2;4;2;0.0;7.5;15.0;1.8833333333333333;0.0;0.0;0.0;False;False;57;F;usa;san diego;NZY;38;0.0;0.0;6085.246775038477;0.0
330764;8;4;1;2;0;2;0.0;0.0;19.0;2.3333333333333335;0.0;0.0;0.0;False;False;40;F;usa;detroit;DET;38;0.0;0.0;0.0;0.0
330893;8;5;0;3;6;3;0.0;0.0;13.0;1.6583333333333334;0.0;0.0;0.0;True;True;44;F;usa;oklahoma city;OKC;38;0.0;0.0;4748.394474675548;0.0
334787;8;5;0;3;6;3;0.0;0.0;14.5;1.7666666666666666;0.0;0.0;0.0;False;False;54;F;usa;minneapolis;MSP;38;0.0;0.0;4184.397941982364;0.0
338086;8;6;0;2;4;2;0.0;10.0;11.5;1.4333333333333333;0.0;0.0;0.0;True;False;41;F;usa;washington;IAD;38;0.0;0.0;5491.3411824839895;0.0
340166;8;7;0;1;0;1;0.0;0.0;9.0;1.125;0.0;0.0;0.0;True;True;52;M;usa;san francisco;SFO;38;0.0;0.0;0.0;0.0
343928;8;6;0;2;4;1;10.0;0.0;17.0;2.091666666666667;0.0;0.0;0.0;False;True;66;F;usa;el paso;BIF;38;0.0;0.0;16277.382957666965;0.0
347778;9;4;0;5;10;4;0.0;0.0;15.0;1.8;0.0;0.0;0.0;False;False;51;F;usa;las vegas;LSV;37;0.0;0.0;12439.83809328331;1.0
348817;8;4;0;4;6;4;0.0;0.0;15.5;1.8916666666666666;1.0;0.5;0.0;False;False;30;F;canada;calgary;YYC;37;0.0;122.0;7954.429323467363;1.0
349132;9;6;0;3;4;3;0.0;0.0;13.0;1.6666666666666667;0.0;0.0;0.0;False;False;50;F;usa;cincinnati;CVG;37;0.0;0.0;2115.3429330913477;0.0
353271;8;7;0;1;2;1;0.0;0.0;9.5;1.1833333333333331;0.0;0.0;0.0;True;False;28;F;usa;milwaukee;MKE;37;0.0;0.0;1196.5550794383803;0.0
353694;8;6;0;2;3;2;0.0;0.0;8.0;0.9833333333333334;0.0;0.0;0.0;True;False;41;F;usa;new york;LGA;37;0.0;0.0;2710.9740922228284;0.0
354050;8;3;0;5;9;5;0.0;0.0;18.5;2.3;0.5;1.0;0.0;False;False;51;F;usa;detroit;DET;37;0.0;154.5;10750.827470788525;6.0
354260;8;6;0;2;4;1;0.0;0.0;13.0;1.6083333333333334;0.0;0.0;0.0;False;False;51;F;usa;providence;PVD;37;0.0;0.0;6658.657404257037;0.0
354311;8;6;0;2;4;1;0.0;0.0;8.0;1.025;0.0;0.0;0.0;False;True;47;F;usa;tucson;DMA;37;0.0;0.0;6123.614418593768;0.0
354950;8;7;0;1;2;1;0.0;0.0;11.0;1.3666666666666667;0.0;0.0;0.0;False;True;55;M;usa;amarillo;AMA;37;0.0;0.0;2463.055931042597;0.0
356046;8;6;0;2;4;2;0.0;0.0;10.5;1.2833333333333332;0.0;0.0;0.0;False;False;36;F;canada;ottawa;YOW;37;0.0;0.0;3793.9825357266104;0.0
357737;8;2;1;4;6;4;0.0;2.5;19.0;2.3;1.0;1.0;0.0;True;True;43;F;usa;san diego;SAN;37;0.0;196.0;11010.16360487633;3.0
359072;8;4;1;2;4;2;0.0;0.0;20.0;2.4833333333333334;0.0;0.0;0.0;True;True;52;F;canada;montreal;YUL;37;0.0;0.0;769.531584612956;0.0
359080;8;4;0;4;8;2;0.0;0.0;13.5;1.7083333333333333;0.0;0.0;0.5;False;True;43;F;usa;new york;JFK;37;0.0;0.0;18470.641097195876;1.5
359653;8;6;0;2;4;2;0.0;5.0;14.0;1.75;0.0;0.0;0.0;False;False;56;M;canada;victoria;YYJ;37;0.0;0.0;4477.199684660261;0.0
361459;8;7;0;1;2;1;0.0;0.0;6.0;0.7583333333333333;0.0;0.0;0.0;True;True;43;F;usa;houston;EFD;37;0.0;0.0;2289.5970026537934;0.0
361759;9;5;0;4;8;3;0.0;0.0;11.0;1.3166666666666667;0.0;0.0;0.0;False;True;54;F;canada;winnipeg;YWG;37;0.0;0.0;9045.896468105424;0.0
363535;8;4;1;2;3;2;5.0;0.0;12.0;1.4833333333333334;0.0;0.0;0.0;False;False;32;F;usa;charlotte;CLT;37;0.0;0.0;4189.199313382216;0.0
365825;8;5;1;1;2;1;0.0;0.0;15.0;1.7833333333333334;0.0;0.0;0.0;False;False;46;F;usa;los angeles;LAX;37;0.0;0.0;380.0231744872111;0.0
371201;8;7;0;1;2;0;0.0;0.0;7.0;0.8833333333333333;0.0;0.0;0.0;True;False;29;M;usa;new york;JFK;37;0.0;0.0;1067.2670811308597;0.0
372970;8;6;0;2;4;2;0.0;0.0;8.0;1.0250000000000001;0.0;0.0;0.0;False;False;35;F;usa;charlotte;CLT;37;0.0;0.0;7414.073098635159;0.0
373489;9;8;0;1;2;1;25.0;0.0;9.0;1.0833333333333333;0.0;0.0;0.0;True;True;38;F;usa;wichita;ICT;37;0.0;0.0;10288.139989253059;0.0
374331;8;5;1;1;0;1;0.0;0.0;6.0;0.7833333333333333;0.0;0.0;0.0;False;False;44;M;usa;milwaukee;MKE;37;0.0;0.0;0.0;0.0
374340;9;8;0;1;2;0;0.0;0.0;6.0;0.7166666666666667;0.0;0.0;0.0;False;True;36;F;usa;new york;LGA;37;0.0;0.0;11011.278068932796;0.0
374341;8;5;0;3;0;3;0.0;0.0;11.0;1.35;0.0;0.0;0.0;False;False;27;F;usa;detroit;YIP;37;0.0;0.0;0.0;0.0
375729;8;5;0;3;6;3;10.0;0.0;16.0;2.0083333333333333;0.0;0.0;0.0;False;False;54;F;usa;atlanta;ATL;37;0.0;0.0;5565.259010303007;0.0
375751;8;5;0;3;6;2;0.0;0.0;23.0;2.8;0.0;0.0;0.0;False;True;51;F;usa;cleveland;CLE;37;0.0;0.0;4104.594792318345;0.0
376159;8;6;0;2;2;2;0.0;0.0;12.0;1.525;0.0;0.0;0.0;False;False;43;F;usa;long beach;LGB;37;0.0;0.0;2219.7020419735422;0.0
377411;8;6;0;2;4;2;10.0;0.0;14.0;1.7833333333333332;0.0;0.0;0.0;False;True;39;F;canada;montreal;YMX;37;0.0;0.0;3124.790304589772;0.0
378565;8;3;0;5;4;5;5.0;0.0;19.0;2.4;3.5;1.0;0.0;True;True;42;F;usa;nashville;BNA;37;0.0;276.5;4122.587433216729;1.25
379543;8;5;0;3;6;3;0.0;0.0;12.5;1.525;0.0;0.0;0.0;False;True;57;F;usa;san jose;SJC;37;0.0;0.0;6805.534666778819;0.0
380434;8;5;0;3;6;3;0.0;0.0;9.0;1.1166666666666667;0.0;0.0;0.0;True;True;51;F;usa;oklahoma city;TIK;37;0.0;0.0;5555.250310576076;0.0
380436;8;7;0;1;2;1;0.0;10.0;13.5;1.6583333333333332;0.0;0.0;0.0;False;False;46;F;usa;new york;LGA;37;0.0;0.0;567.2430413127438;0.0
380757;8;5;0;3;5;3;0.0;0.0;10.0;1.2;0.0;0.0;0.0;True;False;47;F;usa;los angeles;LAX;37;0.0;0.0;4734.164483351367;0.0
380874;8;5;0;3;6;3;0.0;20.0;14.0;1.7333333333333334;0.0;0.0;0.0;False;True;55;F;usa;louisville;LOU;37;0.0;0.0;4268.713434042133;0.0
380949;8;2;1;4;8;3;0.0;0.0;20.0;2.5;0.0;0.0;0.0;False;False;47;F;usa;san antonio;SAT;37;0.0;0.0;7857.092338477233;1.5
381259;8;7;0;1;2;1;0.0;0.0;8.0;1.0;0.0;0.0;0.0;True;False;22;F;usa;san diego;SAN;37;0.0;0.0;3654.797339704525;0.0
381465;8;3;1;3;2;3;0.0;0.0;23.0;2.9166666666666665;0.0;0.0;0.0;False;False;35;F;usa;san antonio;SAT;37;0.0;0.0;1668.4161417483165;0.0
382181;8;5;0;3;6;2;0.0;0.0;14.0;1.7333333333333334;0.0;0.0;0.0;False;True;37;F;canada;halifax;YHZ;37;0.0;0.0;5889.480365850399;0.0
382384;8;7;0;1;2;1;0.0;0.0;5.5;0.7083333333333333;0.0;0.0;0.0;False;True;58;F;usa;st. petersburg;PIE;37;0.0;0.0;1229.6652191062542;0.0
385689;8;4;0;4;6;4;0.0;0.0;11.0;1.3666666666666667;0.5;0.5;0.0;True;False;51;F;usa;nashville;BNA;37;0.0;43.5;5701.097258434829;0.75
386255;8;7;0;1;0;1;0.0;0.0;5.5;0.6833333333333333;0.0;0.0;0.0;True;False;33;F;usa;mobile;BFM;37;0.0;0.0;0.0;0.0
386914;8;5;1;1;2;1;0.0;10.0;11.0;1.4166666666666667;0.0;0.0;0.0;True;True;47;F;canada;hamilton;YHM;37;0.0;0.0;659.0764833746317;0.0
387282;8;7;0;1;0;1;0.0;10.0;10.0;1.2583333333333333;0.0;0.0;0.0;True;False;31;F;usa;amarillo;AMA;37;0.0;0.0;0.0;0.0
387783;8;5;0;3;2;3;0.0;0.0;9.0;1.1;0.0;0.0;0.0;True;True;55;M;usa;oakland;OAK;37;0.0;0.0;2357.7355247491387;0.0
388328;9;4;0;5;6;5;0.0;0.0;16.0;2.0;1.0;1.0;0.0;True;True;52;F;canada;toronto;YYZ;37;0.0;71.0;7407.561263443302;1.0
388767;8;7;0;1;2;1;0.0;0.0;7.0;0.8833333333333333;0.0;0.0;0.0;True;True;46;F;usa;tallahassee;TLH;37;0.0;0.0;2099.6558738888452;0.0
388947;9;6;0;3;6;2;0.0;0.0;6.0;0.7666666666666667;0.0;0.0;0.0;False;False;42;M;usa;new york;LGA;37;0.0;0.0;7027.03911165536;0.0
389434;8;2;1;4;8;4;0.0;0.0;20.0;2.5;0.0;1.0;0.0;False;False;43;F;usa;new york;LGA;37;0.0;0.0;9965.289249881243;2.5
389662;8;5;0;3;4;3;5.0;0.0;16.0;1.9333333333333333;0.0;0.0;0.0;False;False;40;F;usa;fresno;FAT;37;0.0;0.0;3784.34988391764;0.0
389759;8;5;0;3;6;3;0.0;0.0;8.0;1.0;0.0;0.0;0.0;True;False;34;F;usa;anchorage;ANC;37;0.0;0.0;13792.354401986408;0.0
390811;8;5;0;3;6;3;0.0;0.0;10.0;1.2333333333333334;0.0;0.0;0.0;False;False;42;F;usa;los angeles;LAX;37;0.0;0.0;6250.276227496517;0.0
392453;8;7;0;1;2;1;5.0;0.0;8.5;1.0666666666666667;0.0;0.0;0.0;False;False;59;F;usa;el paso;ELP;37;0.0;0.0;2387.70819698208;0.0
395202;8;7;0;1;0;1;0.0;0.0;7.5;0.95;0.0;0.0;0.0;False;False;28;F;usa;san jose;SJC;36;0.0;0.0;0.0;0.0
395981;8;5;0;3;6;3;0.0;0.0;12.0;1.525;0.0;0.0;0.0;False;True;53;F;canada;vancouver;YVR;36;0.0;0.0;8302.619601864351;0.0
396552;8;4;0;4;6;4;0.0;0.0;12.0;1.4666666666666668;0.0;0.5;0.0;False;True;46;F;canada;london;YXU;36;50.0;0.0;6485.7855121879265;2.0
399137;8;4;0;4;4;4;0.0;0.0;15.5;1.9666666666666666;0.5;0.5;0.0;False;True;55;F;usa;dallas;DAL;36;0.0;40.0;4302.651485226555;0.75
399218;8;6;0;2;4;1;0.0;0.0;12.0;1.5166666666666666;0.0;0.0;0.0;True;True;45;F;usa;fort worth;FTW;36;0.0;0.0;2641.6556846575827;0.0
399799;8;4;0;4;7;4;0.0;0.0;14.5;1.7916666666666667;0.0;0.5;0.0;False;True;56;F;canada;toronto;YTZ;36;50.0;0.0;8391.773778163972;2.5
400275;8;6;0;2;4;1;17.5;0.0;7.0;0.8333333333333334;0.0;0.0;0.0;True;True;57;F;usa;phoenix;LUF;36;0.0;0.0;6100.478045134676;0.0
400582;8;4;0;4;6;4;0.0;0.0;16.0;2.0083333333333333;0.5;0.5;0.0;False;True;33;F;usa;chicago;ORD;36;0.0;136.5;3643.1768204243745;0.5
400899;8;5;0;3;6;3;0.0;0.0;24.0;2.908333333333333;0.0;0.0;0.0;False;True;47;F;canada;quebec;YQB;36;0.0;0.0;5439.2574422378875;0.0
401245;8;5;0;3;6;2;0.0;0.0;12.0;1.4833333333333334;0.0;0.0;0.0;False;False;29;F;usa;omaha;OFF;36;0.0;0.0;5566.923276027705;0.0
402332;8;6;0;2;4;2;7.5;5.0;13.5;1.7333333333333334;0.0;0.0;0.0;False;False;33;F;usa;sacramento;MCC;36;0.0;0.0;4111.297824323684;0.0
402978;8;4;0;4;8;4;0.0;0.0;12.5;1.5916666666666666;0.5;0.5;0.0;False;True;53;F;usa;milwaukee;MKE;36;0.0;46.0;7977.927374877387;2.5
403881;8;4;0;4;7;4;0.0;0.0;18.5;2.2666666666666666;0.0;0.5;0.0;False;False;45;F;usa;san diego;NZY;36;0.0;0.0;11877.084325214666;3.0
404879;8;4;0;4;7;3;0.0;0.0;17.5;2.158333333333333;0.0;0.0;0.0;False;True;40;F;usa;newark;EWR;36;0.0;0.0;5244.210040295662;1.0
405305;9;6;0;3;5;3;0.0;0.0;16.0;1.9333333333333333;0.0;0.0;0.0;True;True;46;F;usa;san francisco;SFO;36;0.0;0.0;8616.623760399929;0.0
406210;8;6;0;2;3;2;0.0;0.0;9.0;1.1;0.0;0.0;0.0;True;False;23;F;usa;anchorage;ANC;36;0.0;0.0;9569.823026770455;0.0
407118;8;4;1;2;3;2;0.0;0.0;11.0;1.45;0.0;0.0;0.0;False;True;53;F;usa;new york;JFK;36;0.0;0.0;2596.1148871574237;0.0
407250;8;4;0;4;8;3;0.0;0.0;20.0;2.4833333333333334;0.0;0.0;0.0;False;False;38;F;usa;laredo;LRD;36;0.0;0.0;10897.658780249896;1.0
407275;8;4;0;4;8;3;0.0;0.0;16.0;2.0;0.0;0.0;0.0;False;False;43;F;usa;philadelphia;PNE;36;0.0;0.0;4266.366015639237;1.25
407434;8;7;0;1;0;1;0.0;0.0;7.5;0.95;0.0;0.0;0.0;True;True;54;F;canada;halifax;YAW;36;0.0;0.0;0.0;0.0
407642;8;6;0;2;4;2;0.0;0.0;7.5;0.9416666666666667;0.0;0.0;0.0;False;False;31;F;canada;hamilton;YHM;36;0.0;0.0;2606.174012193307;0.0
408551;9;7;0;2;4;2;0.0;0.0;7.0;0.9333333333333333;0.0;0.0;0.0;True;True;45;F;usa;chicago;UGN;36;0.0;0.0;3490.424891717613;0.0
409073;8;5;0;3;6;3;0.0;0.0;11.0;1.375;0.0;0.0;0.0;False;True;44;F;usa;sacramento;MCC;36;0.0;0.0;9053.58823744415;0.0
411179;8;4;1;2;2;2;10.0;0.0;15.0;1.8;0.0;0.0;0.0;False;False;53;F;usa;san jose;SJC;36;0.0;0.0;2617.400317678516;0.0
411701;8;6;0;2;2;2;0.0;0.0;15.5;1.9083333333333332;0.0;0.0;0.0;False;False;41;F;canada;calgary;YYC;36;0.0;0.0;3277.111769968965;0.0
413128;10;5;0;5;8;5;5.0;0.0;12.0;1.4833333333333334;0.5;0.5;0.0;False;False;30;F;canada;hamilton;YHM;36;0.0;93.6;3787.054502971606;0.5
413340;8;5;0;3;6;1;0.0;0.0;13.0;1.5833333333333335;0.0;0.0;0.0;True;True;49;F;usa;nashville;BNA;36;0.0;0.0;3016.2576815542925;0.0
413418;8;5;0;3;4;2;0.0;0.0;12.5;1.55;0.0;0.0;0.0;False;False;56;F;usa;knoxville;TYS;36;0.0;0.0;2080.477112103627;0.0
413658;8;4;1;2;2;2;0.0;0.0;20.0;2.5166666666666666;0.0;0.0;0.0;True;True;53;F;usa;philadelphia;PNE;36;0.0;0.0;1085.8742545965765;0.0
414128;9;5;0;4;5;4;0.0;0.0;16.0;1.9333333333333333;0.0;0.0;0.0;False;False;29;F;usa;seattle;BFI;36;0.0;0.0;10522.194635304504;0.0
415282;8;6;0;2;4;2;0.0;0.0;7.5;0.9416666666666667;0.0;0.0;0.0;True;True;43;F;usa;portland;PWM;36;0.0;0.0;4602.765787981832;0.0
415381;8;5;0;3;5;2;0.0;0.0;12.5;1.525;0.0;0.0;0.0;False;True;47;F;usa;chicago;UGN;36;0.0;0.0;2911.4239587029774;0.0
415581;8;5;0;3;6;3;0.0;0.0;9.0;1.1166666666666667;0.0;0.0;0.0;False;True;43;F;usa;new york;JFK;36;0.0;0.0;5681.706799023237;0.0
416319;8;6;0;2;4;2;0.0;0.0;22.0;2.7416666666666667;0.0;0.0;0.0;False;True;56;F;usa;new york;LGA;36;0.0;0.0;1065.1549495986246;0.0
416580;8;2;1;4;8;3;0.0;0.0;24.0;2.95;0.0;0.0;0.0;False;False;45;F;usa;fort worth;FTW;36;0.0;0.0;5106.662935021689;1.5
417679;8;3;0;5;10;4;0.0;2.5;19.0;2.35;1.0;0.5;0.0;False;False;39;F;usa;new york;LGA;36;0.0;109.25;10958.948600863301;4.5
418329;8;5;0;3;6;3;10.0;0.0;20.5;2.5166666666666666;0.0;0.0;0.0;True;False;51;M;usa;detroit;DET;36;0.0;0.0;2475.322248612838;0.0
418488;8;4;0;4;8;4;0.0;0.0;26.0;3.1833333333333336;0.5;0.5;0.0;False;True;40;F;canada;toronto;YYZ;36;50.0;46.5;8298.389521644034;1.0
418692;10;6;1;2;4;2;2.5;7.5;12.0;1.4833333333333334;0.0;0.0;0.0;False;False;41;F;usa;fort worth;FTW;36;0.0;0.0;3065.7694628412255;0.0
420648;8;5;0;3;4;2;7.5;0.0;7.5;0.925;0.0;0.0;0.0;True;True;54;F;usa;portland;PDX;36;0.0;0.0;7658.53935745775;0.0
420669;8;2;2;2;2;2;0.0;0.0;15.0;1.9;0.0;0.0;0.0;True;True;52;F;canada;calgary;YYC;36;0.0;0.0;3277.111769968965;0.0
421247;8;4;0;4;8;4;0.0;2.5;21.0;2.6166666666666667;0.5;0.5;0.0;True;True;43;F;usa;memphis;MEM;36;0.0;149.0;4206.933086846333;2.5
421515;8;6;0;2;4;2;0.0;2.5;14.5;1.8083333333333333;0.0;0.0;0.0;False;False;32;F;canada;winnipeg;YAV;36;0.0;0.0;3718.369724253991;0.0
421666;8;5;1;1;2;1;0.0;0.0;6.0;0.7166666666666667;0.0;0.0;0.0;True;False;31;F;usa;washington;IAD;36;0.0;0.0;3674.037323136456;0.0
421700;8;5;0;3;6;3;0.0;0.0;19.0;2.341666666666667;0.0;0.0;0.0;True;False;42;F;usa;richmond;RIC;36;0.0;0.0;5708.530366415822;0.0
421870;8;5;0;3;6;2;5.0;0.0;14.5;1.8083333333333333;0.0;0.0;0.0;True;True;31;M;usa;little rock;LIT;36;0.0;0.0;19775.198033223962;0.0
422066;8;4;0;4;8;4;0.0;0.0;22.5;2.7416666666666667;0.5;0.5;0.0;True;True;57;F;usa;cincinnati;CVG;36;0.0;69.0;6618.932095513743;3.0
